Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Order_DateTime,Pickup_DateTime,Order_to_Pickup_Time,Pickup_Delay_Minutes,Distance_KM,Delivery_Speed,Order_Hour,Order_Day,Speed_Anomaly,Time_Anomaly
vmau710398846,21,4.7,10.003064,76.30759,10.043064,76.34759,2022-02-13,14:55:00,15:05:00,Stormy,Heavy,motorcycle,Metropolitan,115,Cosmetics,2022-02-13 14:55:00,2022-02-13 15:05:00,10.0,10.0,6.279177081961413,3.2760923905885635,14,Sunday,False,False
lcwn330553507,23,4.7,18.56245,73.91662,18.65245,74.00662,2022-03-04,17:30:00,17:40:00,Sandstorms,Moderate,scooter,Metropolitan,105,Shoes,2022-03-04 17:30:00,2022-03-04 17:40:00,10.0,10.0,14.12831685538859,8.073323917364908,17,Friday,False,False
wcjs752046999,34,4.3,30.899584,75.80935,30.919584,75.829346,2022-02-13,09:20:00,09:30:00,Sandstorms,Light,motorcycle,Metropolitan,100,Apparel,2022-02-13 09:20:00,2022-02-13 09:30:00,10.0,10.0,3.1393265702253608,1.8835959421352164,9,Sunday,False,False
blhl288691670,24,4.7,26.463505,80.37293,26.593504,80.50293,2022-02-14,19:50:00,20:05:00,Fog,Heavy,scooter,Metropolitan,205,Jewelry,2022-02-14 19:50:00,2022-02-14 20:05:00,15.0,15.0,20.406820259053777,5.972727880698666,19,Monday,False,False
zyvo118176215,29,4.5,19.17627,72.83672,19.26627,72.92672,2022-04-02,20:25:00,20:35:00,Sandstorms,Heavy,van,Metropolitan,100,Outdoors,2022-04-02 20:25:00,2022-04-02 20:35:00,10.0,10.0,14.12771803296508,8.476630819779048,20,Saturday,False,False
uhfs888375680,35,4.0,12.311072,76.65488,12.351072,76.69488,2022-03-01,14:55:00,15:10:00,Windy,Heavy,scooter,Metropolitan,33,Grocery,2022-03-01 14:55:00,2022-03-01 15:10:00,15.0,15.0,6.279177081961413,11.416685603566206,14,Tuesday,False,False
vmfv999642595,33,4.2,18.592718,73.773575,18.702719,73.883575,2022-03-16,20:30:00,20:40:00,Sandstorms,Heavy,motorcycle,Metropolitan,200,Cosmetics,2022-03-16 20:30:00,2022-03-16 20:40:00,10.0,10.0,17.267643408163273,5.180293022448982,20,Wednesday,False,False
qfgc848777135,34,4.9,17.426228,78.40749,17.496227,78.47749,2022-03-20,20:40:00,20:50:00,Cloudy,Heavy,motorcycle,Metropolitan,205,Snacks,2022-03-20 20:40:00,2022-03-20 20:50:00,10.0,10.0,10.988391473845056,3.2161145777107487,20,Sunday,False,False
vwmc439983136,21,4.7,22.552671,88.35288,22.582672,88.38289,2022-02-15,21:15:00,21:30:00,Windy,Heavy,motorcycle,Urban,75,Jewelry,2022-02-15 21:15:00,2022-02-15 21:30:00,15.0,15.0,4.709888088969421,3.767910471175537,21,Tuesday,False,False
ntzy027061451,25,4.1,18.563934,73.91537,18.643934,73.99537,2022-03-16,20:20:00,20:25:00,Sandstorms,Heavy,motorcycle,Metropolitan,180,Toys,2022-03-16 20:20:00,2022-03-16 20:25:00,5.0,5.0,12.558354163922829,4.186118054640942,20,Wednesday,False,False
pbjm971961647,31,4.7,23.357803,85.32515,23.487804,85.45515,2022-03-10,22:30:00,22:45:00,Sandstorms,Light,van,Metropolitan,130,Books,2022-03-10 22:30:00,2022-03-10 22:45:00,15.0,15.0,20.40696996630704,9.418601522910944,22,Thursday,False,False
kjic578711491,37,5.0,11.003669,76.976494,11.013669,76.986496,2022-03-11,08:15:00,08:30:00,Sandstorms,Light,motorcycle,Metropolitan,100,Clothing,2022-03-11 08:15:00,2022-03-11 08:30:00,15.0,15.0,1.5699626963231403,0.941977617793884,8,Friday,False,False
rkzt648036688,33,4.3,12.986047,80.21812,13.116047,80.348114,2022-03-27,19:30:00,19:45:00,Windy,Heavy,scooter,Metropolitan,195,Snacks,2022-03-27 19:30:00,2022-03-27 19:45:00,15.0,15.0,20.406895112543133,6.2790446500132715,19,Sunday,False,False
segh259958026,25,4.0,19.221315,72.86238,19.261314,72.90238,2022-03-26,12:25:00,12:30:00,Cloudy,Heavy,motorcycle,Metropolitan,170,Jewelry,2022-03-26 12:25:00,2022-03-26 12:30:00,5.0,5.0,6.279102230496937,2.2161537284106836,12,Saturday,False,False
owvs520891091,29,4.5,13.005801,80.25075,13.115801,80.36074,2022-03-27,18:35:00,18:50:00,Sunny,Moderate,van,Metropolitan,75,Outdoors,2022-03-27 18:35:00,2022-03-27 18:50:00,15.0,15.0,17.266969740886655,13.813575792709324,18,Sunday,False,False
edrh271340988,27,5.0,26.849596,75.800514,26.879597,75.83051,2022-04-05,20:35:00,20:40:00,Stormy,Heavy,motorcycle,Urban,90,Cosmetics,2022-04-05 20:35:00,2022-04-05 20:40:00,5.0,5.0,4.709289247512279,3.1395261650081863,20,Tuesday,False,False
qvfd540651807,35,4.3,21.160522,72.77148,21.250523,72.86148,2022-03-12,23:20:00,23:30:00,Cloudy,Light,scooter,Metropolitan,190,Electronics,2022-03-12 23:20:00,2022-03-12 23:30:00,10.0,10.0,14.12831685538859,4.461573743806923,23,Saturday,False,False
gzfn634029300,32,4.0,12.934179,77.6158,13.024179,77.705795,2022-03-16,21:20:00,21:35:00,Windy,Heavy,motorcycle,Metropolitan,235,Cosmetics,2022-03-16 21:20:00,2022-03-16 21:35:00,15.0,15.0,14.12771803296508,3.60707694458683,21,Wednesday,False,False
xjps180812498,23,4.8,18.51421,73.83843,18.62421,73.948425,2022-04-02,23:35:00,23:45:00,Windy,Light,van,Urban,60,Jewelry,2022-04-02 23:35:00,2022-04-02 23:45:00,10.0,10.0,17.267044596123235,17.267044596123235,23,Saturday,False,False
ahpg083217029,31,4.8,11.022477,76.99567,11.052477,77.025665,2022-04-01,22:35:00,22:50:00,Sandstorms,Light,motorcycle,Metropolitan,130,Jewelry,2022-04-01 22:35:00,2022-04-01 22:50:00,15.0,15.0,4.709214392924688,2.1734835659652405,22,Friday,False,False
itii428784576,36,4.1,21.160437,72.77421,21.210438,72.82421,2022-03-05,22:35:00,22:40:00,Stormy,Light,motorcycle,Urban,110,Cosmetics,2022-03-05 22:35:00,2022-03-05 22:40:00,5.0,5.0,7.849214624931324,4.281389795417086,22,Saturday,False,False
asis944862845,26,4.3,15.51315,73.78346,15.56315,73.83346,2022-02-11,23:25:00,23:35:00,Sandstorms,Light,motorcycle,Urban,105,Jewelry,2022-02-11 23:25:00,2022-02-11 23:35:00,10.0,10.0,7.848540957200624,4.484880546971786,23,Friday,False,False
xzkg140273315,38,4.9,15.561295,73.74948,15.601295,73.789474,2022-02-11,13:35:00,13:40:00,Cloudy,Heavy,scooter,Urban,125,Shoes,2022-02-11 13:35:00,2022-02-11 13:40:00,5.0,5.0,6.2786531404507215,3.013753507416346,13,Friday,False,False
agoo012263585,32,4.6,18.563934,73.91537,18.693935,74.045364,2022-04-02,22:35:00,22:45:00,Cloudy,Light,scooter,Metropolitan,150,Sports,2022-04-02 22:35:00,2022-04-02 22:45:00,10.0,10.0,20.40696996630704,8.162787986522817,22,Saturday,False,False
ezif478391605,33,4.9,18.55144,73.804855,18.62144,73.874855,2022-03-08,18:55:00,19:10:00,Sunny,Moderate,motorcycle,Metropolitan,110,Jewelry,2022-03-08 18:55:00,2022-03-08 19:10:00,15.0,15.0,10.988541180470747,5.993749734802226,18,Tuesday,False,False
tixw400453550,20,4.7,18.593481,73.785904,18.63348,73.8259,2022-04-03,14:15:00,14:25:00,Windy,Heavy,scooter,Urban,50,Toys,2022-04-03 14:15:00,2022-04-03 14:25:00,10.0,10.0,6.2785034223518785,7.534204106822254,14,Sunday,False,False
mrfx777445506,20,4.8,21.173344,72.79273,21.183344,72.802734,2022-03-30,11:00:00,11:10:00,Sandstorms,Light,scooter,Metropolitan,95,Kitchen,2022-03-30 11:00:00,2022-03-30 11:10:00,10.0,10.0,1.5699626963231403,0.9915553871514572,11,Wednesday,False,False
czjt755903822,35,5.0,17.451977,78.38588,17.471975,78.40588,2022-04-01,09:45:00,09:55:00,Sunny,Light,scooter,Urban,55,Clothing,2022-04-01 09:45:00,2022-04-01 09:55:00,10.0,10.0,3.13977570488609,3.425209859875735,9,Friday,False,False
zqtj827550147,26,4.9,12.972532,77.60818,12.992532,77.62818,2022-03-28,08:40:00,08:55:00,Stormy,Light,scooter,Metropolitan,55,Kitchen,2022-03-28 08:40:00,2022-03-28 08:55:00,15.0,15.0,3.139850547873742,3.425291506771355,8,Monday,False,False
luka250567007,22,4.8,12.972532,77.60818,13.042532,77.67818,2022-03-18,23:00:00,23:10:00,Fog,Light,motorcycle,Metropolitan,140,Books,2022-03-18 23:00:00,2022-03-18 23:10:00,10.0,10.0,10.988391473845056,4.709310631647882,23,Friday,False,False
zkat983341391,35,4.3,13.064181,80.23644,13.134181,80.30644,2022-03-14,17:25:00,17:30:00,Cloudy,Moderate,motorcycle,Metropolitan,33,Grocery,2022-03-14 17:25:00,2022-03-14 17:30:00,5.0,5.0,10.988391473845056,19.978893588809193,17,Monday,False,False
ydhu273019158,37,4.7,21.149569,72.7727,21.239569,72.86269,2022-04-04,19:45:00,19:50:00,Sandstorms,Heavy,motorcycle,Metropolitan,260,Clothing,2022-04-04 19:45:00,2022-04-04 19:50:00,5.0,5.0,14.12771803296508,3.260242622991942,19,Monday,False,False
rpuq263118672,28,4.6,19.091457,72.827805,19.201458,72.937805,2022-03-08,19:10:00,19:25:00,Stormy,Heavy,scooter,Metropolitan,110,Cosmetics,2022-03-08 19:10:00,2022-03-08 19:25:00,15.0,15.0,17.267643408163273,9.418714586270877,19,Tuesday,False,False
rxgx102974679,23,4.9,19.221315,72.86238,19.281315,72.92238,2022-03-24,21:40:00,21:45:00,Sunny,Heavy,van,Metropolitan,55,Apparel,2022-03-24 21:40:00,2022-03-24 21:45:00,5.0,5.0,9.418428785849375,10.274649584562956,21,Thursday,False,False
ikas794013321,27,4.9,12.970324,77.645744,13.030324,77.70575,2022-03-19,19:00:00,19:15:00,Windy,Moderate,scooter,Metropolitan,125,Snacks,2022-03-19 19:00:00,2022-03-19 19:15:00,15.0,15.0,9.4191024673218,4.521169184314465,19,Saturday,False,False
dsyl658069912,37,4.8,13.064181,80.23644,13.104181,80.27644,2022-03-09,16:45:00,16:55:00,Cloudy,Moderate,motorcycle,Urban,130,Jewelry,2022-03-09 16:45:00,2022-03-09 16:55:00,10.0,10.0,6.279177081961413,2.8980817301360373,16,Wednesday,False,False
wzoc344425774,33,5.0,21.175976,72.7955,21.185974,72.805504,2022-03-19,11:30:00,11:40:00,Sunny,Heavy,scooter,Metropolitan,90,Shoes,2022-03-19 11:30:00,2022-03-19 11:40:00,10.0,10.0,1.5698130121329783,1.0465420080886525,11,Saturday,False,False
dwnh519656346,31,4.9,23.369745,85.33982,23.409746,85.37982,2022-04-03,15:10:00,15:15:00,Fog,Moderate,motorcycle,Metropolitan,80,Books,2022-04-03 15:10:00,2022-04-03 15:15:00,5.0,5.0,6.279251934318216,4.7094389507386625,15,Sunday,False,False
yakw330215137,31,4.8,12.914264,77.6784,13.024264,77.7884,2022-03-25,22:45:00,22:55:00,Stormy,Light,scooter,Metropolitan,115,Cosmetics,2022-03-25 22:45:00,2022-03-25 22:55:00,10.0,10.0,17.267643408163273,9.009205256433011,22,Friday,False,False
fris321432357,28,4.8,11.003681,76.975525,11.083681,77.05553,2022-04-04,20:45:00,20:55:00,Sandstorms,Heavy,motorcycle,Metropolitan,180,Kitchen,2022-04-04 20:45:00,2022-04-04 20:55:00,10.0,10.0,12.558354163922829,4.186118054640942,20,Monday,False,False
mxuw713526914,31,4.7,21.173344,72.79273,21.233343,72.85273,2022-03-26,22:50:00,23:05:00,Cloudy,Light,motorcycle,Metropolitan,80,Clothing,2022-03-26 22:50:00,2022-03-26 23:05:00,15.0,15.0,9.418428785849375,7.0638215893870315,22,Saturday,False,False
carl449634661,24,4.7,10.96185,76.971085,11.05185,77.06108,2022-03-10,17:55:00,18:00:00,Sunny,Moderate,motorcycle,Urban,95,Snacks,2022-03-10 17:55:00,2022-03-10 18:00:00,5.0,5.0,14.12771803296508,8.922769283977946,17,Thursday,False,False
msnw786727644,39,4.6,27.165108,78.01505,27.255108,78.10506,2022-02-14,22:45:00,23:00:00,Sunny,Light,motorcycle,Metropolitan,135,Jewelry,2022-02-14 22:45:00,2022-02-14 23:00:00,15.0,15.0,14.12831685538859,6.279251935728262,22,Monday,False,False
vizd072469706,32,4.5,26.88842,75.80069,26.89842,75.81069,2022-03-26,09:25:00,09:40:00,Windy,Light,scooter,Other,100,Shoes,2022-03-26 09:25:00,2022-03-26 09:40:00,15.0,15.0,1.5699626963231403,0.941977617793884,9,Saturday,False,False
rxxx129114996,25,4.8,26.913986,75.75289,26.993986,75.83289,2022-03-29,22:25:00,22:35:00,Sandstorms,Light,scooter,Urban,90,Cosmetics,2022-03-29 22:25:00,2022-03-29 22:35:00,10.0,10.0,12.558354163922829,8.372236109281884,22,Tuesday,False,False
bull762076829,33,4.9,12.3085,76.66581,12.3385,76.69581,2022-03-30,21:55:00,22:00:00,Sunny,Heavy,scooter,Metropolitan,110,Books,2022-03-30 21:55:00,2022-03-30 22:00:00,5.0,5.0,4.709214392924688,2.5686623961407387,21,Wednesday,False,False
fpkv432118410,30,4.4,21.183434,72.81449,21.253433,72.88449,2022-03-12,22:40:00,22:55:00,Cloudy,Light,scooter,Metropolitan,170,Shoes,2022-03-12 22:40:00,2022-03-12 22:55:00,15.0,15.0,10.988391473845056,3.8782558142982553,22,Saturday,False,False
udpq945815554,33,5.0,19.254566,72.84892,19.364567,72.95892,2022-03-31,23:50:00,23:55:00,Sandstorms,Light,motorcycle,Urban,120,Jewelry,2022-03-31 23:50:00,2022-03-31 23:55:00,5.0,5.0,17.267643408163273,8.633821704081637,23,Thursday,False,False
qeqp930384577,36,4.9,18.55144,73.804855,18.59144,73.84486,2022-03-17,15:25:00,15:40:00,Fog,Moderate,scooter,Metropolitan,85,Pet Supplies,2022-03-17 15:25:00,2022-03-17 15:40:00,15.0,15.0,6.279251934318216,4.432413130106976,15,Thursday,False,False
cwvq091479872,21,4.8,25.44966,81.839745,25.46966,81.85974,2022-02-15,10:20:00,10:30:00,Sandstorms,Light,van,Metropolitan,70,Shoes,2022-02-15 10:20:00,2022-02-15 10:30:00,10.0,10.0,3.1393265702253608,2.690851345907452,10,Tuesday,False,False
ivtf765857546,39,4.9,30.372202,78.07715,30.422201,78.12715,2022-02-15,20:55:00,21:00:00,Stormy,Heavy,motorcycle,Metropolitan,150,Skincare,2022-02-15 20:55:00,2022-02-15 21:00:00,5.0,5.0,7.849064923608455,3.139625969443382,20,Tuesday,False,False
gkrb550339468,39,4.6,12.972793,80.249985,13.062793,80.33998,2022-03-16,20:10:00,20:15:00,Cloudy,Heavy,scooter,Metropolitan,180,Home,2022-03-16 20:10:00,2022-03-16 20:15:00,5.0,5.0,14.12771803296508,4.709239344321694,20,Wednesday,False,False
tsec016509855,22,4.7,21.157736,72.768776,21.197735,72.80878,2022-03-17,12:10:00,12:15:00,Sunny,Heavy,scooter,Urban,90,Sports,2022-03-17 12:10:00,2022-03-17 12:15:00,5.0,5.0,6.279102230496937,4.186068153664625,12,Thursday,False,False
xczs106918282,32,4.6,21.186438,72.79411,21.226439,72.834114,2022-03-15,15:30:00,15:45:00,Fog,Moderate,scooter,Metropolitan,85,Outdoors,2022-03-15 15:30:00,2022-03-15 15:45:00,15.0,15.0,6.279251934318216,4.432413130106976,15,Tuesday,False,False
wycd588946822,26,4.7,17.431477,78.40035,17.491476,78.46035,2022-03-05,23:50:00,00:05:00,Fog,Light,motorcycle,Metropolitan,50,Shoes,2022-03-05 23:50:00,2022-03-05 00:05:00,15.0,15.0,9.418428785849375,11.30211454301925,23,Saturday,False,False
wnbv620439671,35,4.1,13.064181,80.23644,13.154181,80.32644,2022-03-12,20:25:00,20:40:00,Sandstorms,Heavy,motorcycle,Metropolitan,185,Pet Supplies,2022-03-12 20:25:00,2022-03-12 20:40:00,15.0,15.0,14.12764317877406,4.581938328251047,20,Saturday,False,False
jvco758418006,39,4.6,12.933298,77.614296,13.023298,77.70429,2022-03-29,20:50:00,21:00:00,Fog,Heavy,scooter,Metropolitan,220,Electronics,2022-03-29 20:50:00,2022-03-29 21:00:00,10.0,10.0,14.12771803296508,3.8530140089904767,20,Tuesday,False,False
zkks967394571,34,4.7,22.311357,73.164795,22.351358,73.204796,2022-03-19,12:35:00,12:45:00,Windy,Heavy,van,Metropolitan,140,Snacks,2022-03-19 12:35:00,2022-03-19 12:45:00,10.0,10.0,6.279251934318216,2.6911079718506636,12,Saturday,False,False
oiyh656906407,27,4.7,12.934365,77.61616,13.044365,77.72616,2022-03-10,21:00:00,21:15:00,Cloudy,Heavy,scooter,Metropolitan,210,Apparel,2022-03-10 21:00:00,2022-03-10 21:15:00,15.0,15.0,17.26756855552256,4.9335910158635885,21,Thursday,False,False
qhxw976953297,25,4.4,13.086438,80.22067,13.196438,80.33067,2022-03-27,18:15:00,18:20:00,Cloudy,Moderate,scooter,Metropolitan,195,Jewelry,2022-03-27 18:15:00,2022-03-27 18:20:00,5.0,5.0,17.26756855552256,5.313098017083864,18,Sunday,False,False
mryb985330207,25,4.7,19.254566,72.84892,19.364567,72.95892,2022-03-27,18:20:00,18:25:00,Stormy,Moderate,motorcycle,Urban,100,Electronics,2022-03-27 18:20:00,2022-03-27 18:25:00,5.0,5.0,17.267643408163273,10.360586044897964,18,Sunday,False,False
jzam829230168,30,5.0,26.913483,75.80314,26.933483,75.823135,2022-03-24,11:45:00,11:50:00,Stormy,Heavy,motorcycle,Metropolitan,155,Kitchen,2022-03-24 11:45:00,2022-03-24 11:50:00,5.0,5.0,3.1393265702253608,1.2152231884743332,11,Thursday,False,False
xnod694467359,24,4.6,17.411028,78.32964,17.471027,78.38965,2022-03-09,20:45:00,20:55:00,Stormy,Heavy,motorcycle,Metropolitan,65,Home,2022-03-09 20:45:00,2022-03-09 20:55:00,10.0,10.0,9.4190276177906,8.694487031806707,20,Wednesday,False,False
hcno407153953,39,4.8,18.516216,73.84253,18.566216,73.892525,2022-03-03,21:55:00,22:10:00,Stormy,Heavy,motorcycle,Metropolitan,140,Home,2022-03-03 21:55:00,2022-03-03 22:10:00,15.0,15.0,7.848466101185248,3.3636283290793916,21,Thursday,False,False
gyjc869072111,25,4.8,15.5696,73.742294,15.6096,73.782295,2022-02-15,12:45:00,12:50:00,Windy,Heavy,scooter,Urban,95,Snacks,2022-02-15 12:45:00,2022-02-15 12:50:00,5.0,5.0,6.279177081961413,3.9657960517651034,12,Tuesday,False,False
wkqq813752515,37,4.6,19.876429,75.36479,19.956429,75.44479,2022-02-18,23:30:00,23:45:00,Fog,Light,motorcycle,Urban,210,Kitchen,2022-02-18 23:30:00,2022-02-18 23:45:00,15.0,15.0,12.558354163922829,3.588101189692236,23,Friday,False,False
vdfj488526028,24,5.0,12.939496,77.626,12.949496,77.636,2022-03-01,10:50:00,10:55:00,Fog,Light,motorcycle,Metropolitan,115,Electronics,2022-03-01 10:50:00,2022-03-01 10:55:00,5.0,5.0,1.5699626963231403,0.8191109719946819,10,Tuesday,False,False
pngq326709686,25,4.2,17.43381,78.38674,17.54381,78.49674,2022-03-23,21:25:00,21:40:00,Stormy,Heavy,motorcycle,Metropolitan,195,Cosmetics,2022-03-23 21:25:00,2022-03-23 21:40:00,15.0,15.0,17.267643408163273,5.313121048665622,21,Wednesday,False,False
caja224507886,32,4.6,23.374878,85.33574,23.384878,85.34574,2022-04-01,10:10:00,10:20:00,Stormy,Light,motorcycle,Metropolitan,125,Outdoors,2022-04-01 10:10:00,2022-04-01 10:20:00,10.0,10.0,1.5699626963231403,0.7535820942351074,10,Friday,False,False
uehx759760979,38,4.9,22.74806,75.8934,22.76806,75.9134,2022-03-11,08:40:00,08:55:00,Cloudy,Light,scooter,Urban,75,Books,2022-03-11 08:40:00,2022-03-11 08:55:00,15.0,15.0,3.1393265702253608,2.5114612561802887,8,Friday,False,False
sdod930462581,36,4.8,26.891191,75.802086,26.981192,75.89208,2022-03-14,17:50:00,17:55:00,Sunny,Moderate,van,Metropolitan,75,Home,2022-03-14 17:50:00,2022-03-14 17:55:00,5.0,5.0,14.12771803296508,11.302174426372066,17,Monday,False,False
visy471360404,25,5.0,21.160437,72.77421,21.270437,72.88421,2022-03-18,20:25:00,20:40:00,Stormy,Heavy,motorcycle,Metropolitan,75,Electronics,2022-03-18 20:25:00,2022-03-18 20:40:00,15.0,15.0,17.267643408163273,13.81411472653062,20,Friday,False,False
wddq796276216,29,5.0,12.316967,76.603065,12.366967,76.65307,2022-04-01,22:20:00,22:25:00,Sunny,Light,motorcycle,Metropolitan,90,Outdoors,2022-04-01 22:20:00,2022-04-01 22:25:00,5.0,5.0,7.849139773912955,5.232759849275303,22,Friday,False,False
pqya338067587,36,4.7,18.927584,72.83259,19.017584,72.922585,2022-04-04,23:40:00,23:50:00,Sandstorms,Light,van,Metropolitan,145,Clothing,2022-04-04 23:40:00,2022-04-04 23:50:00,10.0,10.0,14.12771803296508,5.845952289502793,23,Monday,False,False
last796029882,33,4.7,11.022298,76.99835,11.072298,77.04835,2022-03-11,23:25:00,23:30:00,Fog,Light,motorcycle,Metropolitan,100,Snacks,2022-03-11 23:25:00,2022-03-11 23:30:00,5.0,5.0,7.848540957200624,4.7091245743203745,23,Friday,False,False
mzyt873581742,36,4.4,12.325461,76.63228,12.365461,76.67228,2022-03-13,12:40:00,12:55:00,Cloudy,Heavy,scooter,Metropolitan,195,Skincare,2022-03-13 12:40:00,2022-03-13 12:55:00,15.0,15.0,6.279177081961413,1.932054486757358,12,Sunday,False,False
kbhb286226770,21,4.8,18.530964,73.82897,18.640963,73.93897,2022-03-04,23:30:00,23:45:00,Windy,Light,motorcycle,Metropolitan,95,Sports,2022-03-04 23:30:00,2022-03-04 23:45:00,15.0,15.0,17.26749370320632,10.905785496761888,23,Friday,False,False
okvp821614347,25,4.8,17.458998,78.50037,17.488998,78.530365,2022-03-26,23:55:00,00:10:00,Cloudy,Light,scooter,Urban,19,Grocery,2022-03-26 23:55:00,2022-03-26 00:10:00,15.0,15.0,4.709289247512279,14.871439728986145,23,Saturday,False,False
oska955853002,23,4.8,19.1813,72.83619,19.3113,72.966194,2022-03-16,22:50:00,23:00:00,Windy,Light,motorcycle,Metropolitan,85,Electronics,2022-03-16 22:50:00,2022-03-16 23:00:00,10.0,10.0,20.40756878873062,14.405342674398083,22,Wednesday,False,False
rgwl479077727,25,4.6,11.022477,76.99567,11.032477,77.00567,2022-03-01,10:25:00,10:40:00,Stormy,Light,motorcycle,Urban,75,Books,2022-03-01 10:25:00,2022-03-01 10:40:00,15.0,15.0,1.5699626963231403,1.2559701570585122,10,Tuesday,False,False
tmzv371880726,24,4.3,22.72702,75.88417,22.74702,75.90417,2022-03-15,08:45:00,09:00:00,Sandstorms,Light,motorcycle,Urban,95,Apparel,2022-03-15 08:45:00,2022-03-15 09:00:00,15.0,15.0,3.1393265702253608,1.982732570668649,8,Tuesday,False,False
ofxt601212694,27,4.6,12.979166,77.64071,13.069166,77.730705,2022-03-04,21:25:00,21:40:00,Sandstorms,Heavy,motorcycle,Metropolitan,145,Apparel,2022-03-04 21:25:00,2022-03-04 21:40:00,15.0,15.0,14.12771803296508,5.845952289502793,21,Friday,False,False
lbui872023073,23,4.8,18.994238,72.825554,19.104237,72.935555,2022-03-18,22:35:00,22:40:00,Cloudy,Light,scooter,Urban,110,Jewelry,2022-03-18 22:35:00,2022-03-18 22:40:00,5.0,5.0,17.26749370320632,9.41863292902163,22,Friday,False,False
ixfk439251990,21,4.3,12.284747,76.62586,12.414747,76.75586,2022-03-23,20:10:00,20:20:00,Fog,Heavy,scooter,Metropolitan,210,Books,2022-03-23 20:10:00,2022-03-23 20:20:00,10.0,10.0,20.406895112543133,5.830541460726609,20,Wednesday,False,False
njfz936670348,27,4.7,21.175976,72.7955,21.195974,72.815506,2022-03-15,10:55:00,11:10:00,Sandstorms,Light,scooter,Urban,60,Sports,2022-03-15 10:55:00,2022-03-15 11:10:00,15.0,15.0,3.13977570488609,3.13977570488609,10,Tuesday,False,False
drir663128253,32,4.2,11.000762,76.98187,11.130762,77.11188,2022-03-08,20:35:00,20:45:00,Cloudy,Heavy,motorcycle,Metropolitan,190,Skincare,2022-03-08 20:35:00,2022-03-08 20:45:00,10.0,10.0,20.40749393716316,6.444471769630472,20,Tuesday,False,False
